Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,A. arenosa,4432,4442,7.11,2,,,,NoMatch,,,,,,,,
1,,A. thaliana,4360,4371,7.38,2,,,,NoMatch,,,,,,,,
2,,Arabidopsis,1233,1245,4.27,1,,,,Exact,0,Arabidopsis,Arabidopsis,62CR2,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Brassicales|Brassicaceae|Arabidopsis,
3,,Arabidopsis suecica,4289,4309,11.74,2,,,,Exact,0,Arabidopsis suecica (Fr.) Norrl.,Arabidopsis suecica,G26N,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Brassicales|Brassicaceae|Arabidopsis|Arabidopsis suecica,
4,,Arabidopsis thaliana,29821,29841,12.06,2,,,,Exact,0,Arabidopsis thaliana (L.) Heynh.,Arabidopsis thaliana,G26R,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Brassicales|Brassicaceae|Arabidopsis|Arabidopsis thaliana,
5,,Asteraceae,190,202,4.75,1,,,,Exact,0,Asteraceae Dumort.,Asteraceae,622TP,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae,
6,,Brassica napus,27213,27228,7.29,2,,,,Exact,0,Brassica napus L.,Brassica napus,N82B,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Brassicales|Brassicaceae|Brassica|Brassica napus,
7,,Gossypium hirsutum,22497,22516,13.02,2,,,,Exact,0,Gossypium hirsutum L.,Gossypium hirsutum,3H4C5,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Malvales|Malvaceae|Malvoideae|Gossypium|Gossypium hirsutum,
8,,S. cambrensis,5464,5478,6.40,2,,,,NoMatch,,,,,,,,
9,,S. squalidus,5147,5159,6.70,2,,,,NoMatch,,,,,,,,
10,,S. vulgaris,5216,5227,7.05,2,,,,NoMatch,,,,,,,,
11,,Senecio,182,189,4.18,1,,,,Exact,0,Senecio L.,Senecio,7FJL,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Senecio,
12,,Senecio cambrensis,5022,5040,10.98,2,,,,Exact,0,Senecio cambrensis Rosser,Senecio cambrensis,4WK28,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Senecio|Senecio cambrensis,
13,,Senecio eboracensis,20609,20629,11.16,2,,,,Exact,0,Senecio eboracensis R. J. Abbott & A. J. Lowe,Senecio eboracensis,4WKM9,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Senecio|Senecio eboracensis,
14,,Spartina,1246,1254,3.66,1,,,,Exact,0,"Spartina Schreber, 1789",Spartina,urn:lsid:irmng.org:taxname:1305462,181,IRMNG,Biota|Plantae|Tracheophyta|Spermatophytina|Angiospermae|Magnoliopsida|Poales|Poaceae|Spartina,
15,,Tragopogon,29290,29300,4.50,1,,,,Exact,0,Tragopogon L.,Tragopogon,7YH9,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Cichorioideae|Tragopogon,
16,,Tragopogon miscellus,27296,27316,11.98,2,,,,Exact,0,Tragopogon miscellus Ownbey,Tragopogon miscellus,57WJS,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Cichorioideae|Tragopogon|Tragopogon miscellus,
17,,Triticum,1259,1268,4.76,1,,,,Exact,0,Triticum,Triticum,82LM,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Triticum,
