Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,Andreas,394,401,1.98,1,,,,Exact,0,Andreas,Andreas,3576012,168,ION,,
1,,Q. cerris,3877,3886,6.62,2,,,,NoMatch,,,,,,,,
2,,Q. macrocarpa,3656,3671,6.64,2,,,,NoMatch,,,,,,,,
3,,Q. petraea,2827,2839,6.00,2,,,,NoMatch,,,,,,,,
4,,Q. pubescens,3629,3643,6.38,2,,,,NoMatch,,,,,,,,
5,,Q. robur,3834,3842,4.01,2,,,,NoMatch,,,,,,,,
6,,Quercus,15183,15190,3.91,1,,,,Exact,0,Quercus,Quercus,76HN,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Fagales|Fagaceae|Quercus,
7,,Quercus robur,2791,2806,8.32,2,,,,Exact,0,Quercus robur L.,Quercus robur,4R5YN,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Fagales|Fagaceae|Quercus|Quercus robur,
8,,Silvia,589,595,4.21,1,,,,Exact,0,Silvia Benth.,Silvia,5TGGQ,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Lamiales|Orobanchaceae|Silviella,
9,,Solis,23096,23102,3.76,1,,,,Exact,0,Pyrrosia subg. Solis Vasques,Solis,100497551,165,Tropicos,,
